# Wordlist



# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO
3328	Shuangfeng	fog	126	雾[罩[子]]	{0(4)}	847	fog	2441	雾[罩[子]]
3329	Shuangfeng	fog	126	雾[罩[子]]	{04a}	850	fog	2441	雾[罩[子]]
#
758	Guangzhou	foot	31	脚	1	151	foot	2458	脚
759	Suzhou	foot	31	脚	1	151	foot	2458	脚
760	Meixian	foot	31	脚	1	151	foot	2458	脚
761	Nanchang	foot	31	脚	1	151	foot	2458	脚
762	Fuzhou	foot	31	骹	2	150	foot	2458	骹
763	Ningxia	foot	31	脚	1	151	foot	2458	脚
764	Lianchang	foot	31	脚骨	1a	152	foot	2458	脚骨
765	Ningbo	foot	31	脚	1	151	foot	2458	脚
766	Yingshan	foot	31	脚	1	151	foot	2458	脚
767	Chengdu	foot	31	脚	1	151	foot	2458	脚
768	Zhanping	foot	31	骹	2	150	foot	2458	骹
769	Shanghai	foot	31	脚	1	151	foot	2458	脚
770	Shanghai_B	foot	31	脚	1	151	foot	2458	脚
771	Xiamen	foot	31	骹	2	150	foot	2458	骹
772	Anyi	foot	31	脚	1	151	foot	2458	脚
773	Beijing	foot	31	脚	1	151	foot	2458	脚
774	Beijing	foot	31	脚[把] 丫儿	1b	148	foot	2458	脚[把] 丫儿
775	Wenzhou	foot	31	脚[脚]	1	151	foot	2458	脚
776	Wenzhou	foot	31	脚[脚]	1c	149	foot	2458	脚[脚]
777	Taibei	foot	31	kha44[骨交]	2	150	foot	2458	骹
778	Wuhan	foot	31	脚	1	151	foot	2458	脚
779	Taiyuan	foot	31	脚	1	151	foot	2458	脚
780	Yuci	foot	31	脚	1	151	foot	2458	脚
781	Changsha	foot	31	脚	1	151	foot	2458	脚
782	Shuangfeng	foot	31	脚	1	151	foot	2458	脚
#
3330	Guangzhou	four	127	四	0	855	four	2508	死
3331	Suzhou	four	127	四	0	855	four	2508	死
3332	Meixian	four	127	四	0	855	four	2508	死
3333	Nanchang	four	127	四	0	855	four	2508	死
3334	Fuzhou	four	127	四	0	855	four	2508	死
3335	Ningxia	four	127	死	0	855	four	2508	死
3336	Lianchang	four	127	四	0	855	four	2508	死
3337	Ningbo	four	127	四	0	855	four	2508	死
3338	Yingshan	four	127	四	0	855	four	2508	死
3339	Chengdu	four	127	四	0	855	four	2508	死
3340	Zhanping	four	127	四	0	855	four	2508	死
3341	Shanghai	four	127	四	0	855	four	2508	死
3342	Shanghai_B	four	127	四	0	855	four	2508	死
3343	Xiamen	four	127	四	0	855	four	2508	死
3344	Anyi	four	127	四	0	855	four	2508	死
3345	Beijing	four	127	四	0	855	four	2508	死
3346	Wenzhou	four	127	四	0	855	four	2508	死
3347	Taibei	four	127	si31四	0	855	four	2508	死
3348	Wuhan	four	127	四	0	855	four	2508	死
3349	Taiyuan	four	127	四	0	855	four	2508	死
3350	Yuci	four	127	四	0	855	four	2508	死
3351	Changsha	four	127	四	0	855	four	2508	死
3352	Shuangfeng	four	127	四	0	855	four	2508	死
#
3353	Guangzhou	freeze	128	结冰	2	859	freeze (V)	2528	结凌
3354	Suzhou	freeze	128	结冰	2	859	freeze (V)	2528	结凌
3355	Meixian	freeze	128	落khen53	3	858	freeze (V)	2528	落khen53
3356	Nanchang	freeze	128	冻凌	0	861	freeze (V)	2528	冻
3357	Nanchang	freeze	128	结凌	2	859	freeze (V)	2528	结凌
3358	Fuzhou	freeze	128	结冰	2	859	freeze (V)	2528	结凌
3359	Ningxia	freeze	128	冻冰	0	861	freeze (V)	2528	冻
3360	Lianchang	freeze	128	[]khang11	4	857	freeze (V)	2528	[]khang11
3361	Ningbo	freeze	128	结冰	2	859	freeze (V)	2528	结凌
3362	Yingshan	freeze	128	结凌冰	2	859	freeze (V)	2528	结凌
3363	Chengdu	freeze	128	冻	0	861	freeze (V)	2528	冻
3364	Zhanping	freeze	128	结冰	2	859	freeze (V)	2528	结凌
3365	Shanghai	freeze	128	结冰	2	859	freeze (V)	2528	结凌
3366	Shanghai_B	freeze	128	结冰	2	859	freeze (V)	2528	结凌
3367	Xiamen	freeze	128	凝霜	1	860	freeze (V)	2528	凝霜
3368	Xiamen	freeze	128	结冰	2	859	freeze (V)	2528	结凌
3369	Anyi	freeze	128	结冰凌哩	2	859	freeze (V)	2528	结凌
3370	Beijing	freeze	128	冻冰	0	861	freeze (V)	2528	冻
3371	Wenzhou	freeze	128	结冰	2	859	freeze (V)	2528	结凌
3372	Taibei	freeze	128	kiat32 ping44結冰	2	859	freeze (V)	2528	结凌
3373	Wuhan	freeze	128	下凌	2	859	freeze (V)	2528	结凌
3374	Taiyuan	freeze	128	冻冰	0	861	freeze (V)	2528	冻
3375	Yuci	freeze	128	冰冻	0	861	freeze (V)	2528	冻
3376	Changsha	freeze	128	构凌	5	856	freeze (V)	2528	构凌
3377	Changsha	freeze	128	结凌冰	2	859	freeze (V)	2528	结凌
3378	Shuangfeng	freeze	128	构起	5	856	freeze (V)	2528	构凌
#
3379	Guangzhou	fruit	129	生果	b0	868	fruit	2553	生果
3380	Suzhou	fruit	129	水果	a0	863	fruit	2553	水果
3381	Meixian	fruit	129	果作*	0b	866	fruit	2553	果作*
3382	Meixian	fruit	129	生果	b0	868	fruit	2553	生果
3383	Meixian	fruit	129	青果	c0	867	fruit	2553	青果
3384	Nanchang	fruit	129	果子	0a	865	fruit	2553	果子
3385	Fuzhou	fruit	129	果子	0a	865	fruit	2553	果子
3386	Ningxia	fruit	129	果子、	0a	865	fruit	2553	果子
3387	Lianchang	fruit	129	果子[指野果]	0a	865	fruit	2553	果子
3388	Ningbo	fruit	129	水果	a0	863	fruit	2553	水果
3389	Yingshan	fruit	129	水果	a0	863	fruit	2553	水果
3390	Chengdu	fruit	129	水果	a0	863	fruit	2553	水果
3391	Zhanping	fruit	129	果子	0a	865	fruit	2553	果子
3392	Zhanping	fruit	129	水果	0a	865	fruit	2553	果子
3393	Shanghai	fruit	129	水果	a0	863	fruit	2553	水果
3394	Shanghai_B	fruit	129	水果	a0	863	fruit	2553	水果
3395	Xiamen	fruit	129	果子	0a	865	fruit	2553	果子
3396	Anyi	fruit	129	水果	a0	863	fruit	2553	水果
3397	Beijing	fruit	129	果子	0a	865	fruit	2553	果子
3398	Wenzhou	fruit	129	水果	a0	863	fruit	2553	水果
3399	Taibei	fruit	129	kue53 tsi53果子	0a	865	fruit	2553	果子
3400	Wuhan	fruit	129	水果	a0	863	fruit	2553	水果
3401	Taiyuan	fruit	129	水果	a0	863	fruit	2553	水果
3402	Yuci	fruit	129	果	0	864	fruit	2553	果
3403	Changsha	fruit	129	水果	a0	863	fruit	2553	水果
3404	Shuangfeng	fruit	129	果子实	a0	863	fruit	2553	水果
3405	Shuangfeng	fruit	129	水果	a0b	862	fruit	2553	水果
#
783	Guangzhou	full	32	满	1	154	full	2561	满
784	Suzhou	full	32	满	1	154	full	2561	满
785	Meixian	full	32	满	1	154	full	2561	满
786	Nanchang	full	32	满	1	154	full	2561	满
787	Fuzhou	full	32	满	1	154	full	2561	满
788	Fuzhou	full	32	滇	2	153	full	2561	滇
789	Ningxia	full	32	满	1	154	full	2561	满
790	Lianchang	full	32	满	1	154	full	2561	满
791	Ningbo	full	32	满	1	154	full	2561	满
792	Yingshan	full	32	满	1	154	full	2561	满
793	Chengdu	full	32	满	1	154	full	2561	满
794	Zhanping	full	32	满	1	154	full	2561	满
795	Zhanping	full	32	tn6	2	153	full	2561	滇
796	Shanghai	full	32	满	1	154	full	2561	满
797	Shanghai_B	full	32	满	1	154	full	2561	满
798	Xiamen	full	32	*滇ti~33	2	153	full	2561	滇
799	Anyi	full	32	满	1	154	full	2561	满
800	Beijing	full	32	满	1	154	full	2561	满
801	Wenzhou	full	32	满	1	154	full	2561	满
802	Taibei	full	32	tiN33 水簟[簟字左邊加三點水]	2	153	full	2561	滇
803	Wuhan	full	32	满	1	154	full	2561	满
804	Taiyuan	full	32	满	1	154	full	2561	满
805	Yuci	full	32	满	1	154	full	2561	满
806	Changsha	full	32	满	1	154	full	2561	满
807	Shuangfeng	full	32	满	1	154	full	2561	满
#
808	Guangzhou	give	33	畀	7	157	give (V)	2648	畀
809	Suzhou	give	33	拨	4	160	give (V)	2648	拨
810	Meixian	give	33	分	5	159	give (V)	2648	分
811	Nanchang	give	33	把	2	162	give (V)	2648	把
812	Nanchang	give	33	给	3	161	give (V)	2648	给
813	Fuzhou	give	33	乞	8	156	give (V)	2648	乞
814	Ningxia	give	33	给	3	161	give (V)	2648	给
815	Lianchang	give	33	拿	6	158	give (V)	2648	拿
816	Lianchang	give	33	分	5	159	give (V)	2648	分
817	Ningbo	give	33	pa~55	9	155	give (V)	2648	pa~55
818	Yingshan	give	33	把	2	162	give (V)	2648	把
819	Chengdu	give	33	给	3	161	give (V)	2648	给
820	Zhanping	give	33	与	0	164	give (V)	2648	与
821	Zhanping	give	33	分	5	159	give (V)	2648	分
822	Shanghai	give	33	拨	4	160	give (V)	2648	拨
823	Shanghai_B	give	33	拨	4	160	give (V)	2648	拨
824	Xiamen	give	33	*互33	10	168	give (V)	2648	*互33
825	Anyi	give	33	搦得	11a	167	give (V)	2648	搦得
826	Beijing	give	33	给	3	161	give (V)	2648	给
827	Wenzhou	give	33	贝-甘	12	166	give (V)	2648	贝-甘
828	Taibei	give	33	hoo33?	13	165	give (V)	2648	hoo33?
829	Wuhan	give	33	把	2	162	give (V)	2648	把
830	Wuhan	give	33	给	3	161	give (V)	2648	给
831	Taiyuan	give	33	给	3	161	give (V)	2648	给
832	Yuci	give	33	给	3	161	give (V)	2648	给
833	Changsha	give	33	把	2	162	give (V)	2648	把
834	Shuangfeng	give	33	[]le55 耗*	1	163	give (V)	2648	[]le55 耗*
#
835	Guangzhou	good	34	好	1	173	good	2724	好
836	Guangzhou	good	34	女-赞	5	169	good	2724	女-赞
837	Suzhou	good	34	好，美，赞*	1	173	good	2724	好
838	Meixian	good	34	好，赞*	1	173	good	2724	好
839	Nanchang	good	34	好	1	173	good	2724	好
840	Fuzhou	good	34	好	1	173	good	2724	好
841	Ningxia	good	34	好	1	173	good	2724	好
842	Lianchang	good	34	好	1	173	good	2724	好
843	Ningbo	good	34	好	1	173	good	2724	好
844	Yingshan	good	34	好	1	173	good	2724	好
845	Chengdu	good	34	好	1	173	good	2724	好
846	Zhanping	good	34	好	1	173	good	2724	好
847	Shanghai	good	34	好	1	173	good	2724	好
848	Shanghai	good	34	灵光	4	170	good	2724	灵光
849	Shanghai_B	good	34	好	1	173	good	2724	好
850	Shanghai_B	good	34	灵光	4	170	good	2724	灵光
851	Xiamen	good	34	好	1	173	good	2724	好
852	Anyi	good	34	好	1	173	good	2724	好
853	Beijing	good	34	好	1	173	good	2724	好
854	Beijing	good	34	强	3	171	good	2724	强
855	Wenzhou	good	34	好	1	173	good	2724	好
856	Taibei	good	34	ho53好	1	173	good	2724	好
857	Wuhan	good	34	好	1	173	good	2724	好
858	Wuhan	good	34	傲*	2	172	good	2724	傲*
859	Taiyuan	good	34	好	1	173	good	2724	好
860	Yuci	good	34	好	1	173	good	2724	好
861	Changsha	good	34	好	1	173	good	2724	好
862	Shuangfeng	good	34	好	1	173	good	2724	好
#
3406	Guangzhou	grass	130	草	0	869	grass	2750	草
3407	Suzhou	grass	130	草	0	869	grass	2750	草
3408	Meixian	grass	130	草	0	869	grass	2750	草
3409	Nanchang	grass	130	草	0	869	grass	2750	草
3410	Fuzhou	grass	130	草	0	869	grass	2750	草
3411	Ningxia	grass	130	草	0	869	grass	2750	草
3412	Lianchang	grass	130	草	0	869	grass	2750	草
3413	Ningbo	grass	130	草	0	869	grass	2750	草
3414	Yingshan	grass	130	草	0	869	grass	2750	草
3415	Chengdu	grass	130	草	0	869	grass	2750	草
3416	Zhanping	grass	130	草	0	869	grass	2750	草
3417	Shanghai	grass	130	草	0	869	grass	2750	草
3418	Shanghai_B	grass	130	草	0	869	grass	2750	草
3419	Xiamen	grass	130	草[zhou:289]	0	869	grass	2750	草
3420	Anyi	grass	130	草	0	869	grass	2750	草
3421	Beijing	grass	130	草	0	869	grass	2750	草
3422	Wenzhou	grass	130	草	0	869	grass	2750	草
3423	Taibei	grass	130	tsau53草	0	869	grass	2750	草
3424	Wuhan	grass	130	草	0	869	grass	2750	草
3425	Taiyuan	grass	130	草	0	869	grass	2750	草
3426	Yuci	grass	130	草	0	869	grass	2750	草
3427	Changsha	grass	130	草	0	869	grass	2750	草
3428	Shuangfeng	grass	130	草	0	869	grass	2750	草
#
863	Guangzhou	grease	35	猪油	a1	175	fat	2760	大油
864	Guangzhou	grease	35	猪膏	a4	174	fat	2760	猪膏
865	Suzhou	grease	35	油	1	177	fat	2760	油
866	Meixian	grease	35	油	1	177	fat	2760	油
867	Nanchang	grease	35	油	1	177	fat	2760	油
868	Fuzhou	grease	35	猪油	a1	175	fat	2760	大油
869	Ningxia	grease	35	大油	b1	180	fat	2760	荤油
870	Lianchang	grease	35	油	1	177	fat	2760	油
871	Ningbo	grease	35	油脂	{13}	178	fat	2760	油脂
872	Yingshan	grease	35	油	1	177	fat	2760	油
873	Yingshan	grease	35	膘	2	176	fat	2760	膘
874	Chengdu	grease	35	猪油	a1	175	fat	2760	大油
875	Zhanping	grease	35	油	1	177	fat	2760	油
876	Shanghai	grease	35	油	1	177	fat	2760	油
877	Shanghai_B	grease	35	油	1	177	fat	2760	油
878	Xiamen	grease	35	油	1	177	fat	2760	油
879	Anyi	grease	35	猪油	a1	175	fat	2760	大油
880	Beijing	grease	35	大油	a1	175	fat	2760	大油
881	Beijing	grease	35	猪油	b1	180	fat	2760	荤油
882	Beijing	grease	35	荤油	c1	179	fat	2760	荤油
883	Wenzhou	grease	35	猪油	a1	175	fat	2760	大油
884	Taibei	grease	35	ti44 iu13豬油	a1	175	fat	2760	大油
885	Wuhan	grease	35	猪油	a1	175	fat	2760	大油
886	Taiyuan	grease	35	猪油	a1	175	fat	2760	大油
887	Taiyuan	grease	35	荤油	b1	180	fat	2760	荤油
888	Taiyuan	grease	35	大油	c1	179	fat	2760	荤油
889	Yuci	grease	35	猪油	a1	175	fat	2760	大油
890	Changsha	grease	35	油	1	177	fat	2760	油
891	Shuangfeng	grease	35	猪油	a1	175	fat	2760	大油
#
892	Guangzhou	green	36	绿	0	182	green	2766	绿
893	Suzhou	green	36	绿	0	182	green	2766	绿
894	Meixian	green	36	青（“绿”只指“绿豆”）	1	181	green	2766	青
895	Nanchang	green	36	绿	0	182	green	2766	绿
896	Fuzhou	green	36	绿	0	182	green	2766	绿
897	Ningxia	green	36	绿	0	182	green	2766	绿
898	Lianchang	green	36	青	1	181	green	2766	青
899	Ningbo	green	36	绿	0	182	green	2766	绿
900	Yingshan	green	36	绿	0	182	green	2766	绿
901	Chengdu	green	36	绿	0	182	green	2766	绿
902	Zhanping	green	36	青	1	181	green	2766	青
903	Shanghai	green	36	绿	0	182	green	2766	绿
904	Shanghai_B	green	36	绿	0	182	green	2766	绿
905	Xiamen	green	36	青	1	181	green	2766	青
906	Anyi	green	36	绿	0	182	green	2766	绿
907	Beijing	green	36	绿	0	182	green	2766	绿
908	Wenzhou	green	36	绿	0	182	green	2766	绿
909	Taibei	green	36	tshiN44	1	181	green	2766	青
910	Wuhan	green	36	绿	0	182	green	2766	绿
911	Taiyuan	green	36	绿	0	182	green	2766	绿
912	Yuci	green	36	绿	0	182	green	2766	绿
913	Changsha	green	36	绿	0	182	green	2766	绿
914	Shuangfeng	green	36	绿	0	182	green	2766	绿
#
3429	Guangzhou	guts	131	肠	0	874	gut	7063	肠
3430	Suzhou	guts	131	肚肠	a0	872	gut	7063	肚肠
3431	Meixian	guts	131	肠子	0a	870	gut	7063	肠子
3432	Nanchang	guts	131	肠子	0a	870	gut	7063	肠子
3433	Fuzhou	guts	131	肠	0	874	gut	7063	肠
3434	Ningxia	guts	131	肠子	0a	870	gut	7063	肠子
3435	Lianchang	guts	131	肠子	0a	870	gut	7063	肠子
3436	Ningbo	guts	131	肚肠	c0	873	gut	7063	肚肠
3437	Yingshan	guts	131	肠子	0a	870	gut	7063	肠子
3438	Chengdu	guts	131	肠子	0a	870	gut	7063	肠子
3439	Zhanping	guts	131	肠（仔）	0	874	gut	7063	肠
3440	Zhanping	guts	131	肠（仔）	0a	870	gut	7063	肠子
3441	Shanghai	guts	131	肚肠	c0	873	gut	7063	肚肠
3442	Shanghai_B	guts	131	肚肠	c0	873	gut	7063	肚肠
3443	Xiamen	guts	131	肠 a51	0	874	gut	7063	肠
3444	Anyi	guts	131	肠哩	0b	871	gut	7063	肠哩
3445	Beijing	guts	131	肠子	0a	870	gut	7063	肠子
3446	Wenzhou	guts	131	肠	0	874	gut	7063	肠
3447	Taibei	guts	131	tng13腸	0	874	gut	7063	肠
3448	Wuhan	guts	131	肠子	0a	870	gut	7063	肠子
3449	Taiyuan	guts	131	肠	0	874	gut	7063	肠
3450	Yuci	guts	131	肚肚肠肠	c0	873	gut	7063	肚肠
3451	Changsha	guts	131	肠子	0a	870	gut	7063	肠子
3452	Shuangfeng	guts	131	肠子	0a	870	gut	7063	肠子
#
915	Guangzhou	hair	37	头发	a0	186	hair	2838	头发
916	Suzhou	hair	37	头发	a0	186	hair	2838	头发
917	Meixian	hair	37	头颅毛[注]	ab1	183	hair	2838	头颅毛[注]
918	Nanchang	hair	37	头发	a0	186	hair	2838	头发
919	Fuzhou	hair	37	头发	a0	186	hair	2838	头发
920	Ningxia	hair	37	头发	a0	186	hair	2838	头发
921	Lianchang	hair	37	头发毛	{a01}	184	hair	2838	头发毛
922	Ningbo	hair	37	头发	a0	186	hair	2838	头发
923	Yingshan	hair	37	头发	a0	186	hair	2838	头发
924	Chengdu	hair	37	头发	a0	186	hair	2838	头发
925	Zhanping	hair	37	头毛	a1	185	hair	2838	头毛
926	Shanghai	hair	37	头发	a0	186	hair	2838	头发
927	Shanghai_B	hair	37	头发	a0	186	hair	2838	头发
928	Xiamen	hair	37	头毛	a1	185	hair	2838	头毛
929	Anyi	hair	37	头发	a0	186	hair	2838	头发
930	Beijing	hair	37	头发	a0	186	hair	2838	头发
931	Wenzhou	hair	37	头发	a0	186	hair	2838	头发
932	Taibei	hair	37	tau13 bng13頭毛	a1	185	hair	2838	头毛
933	Wuhan	hair	37	头发	a0	186	hair	2838	头发
934	Taiyuan	hair	37	头发	a0	186	hair	2838	头发
935	Yuci	hair	37	头发	a0	186	hair	2838	头发
936	Changsha	hair	37	头发	a0	186	hair	2838	头发
937	Shuangfeng	hair	37	头发	a0	186	hair	2838	头发
#
938	Guangzhou	hand	38	手	0	189	hand	2855	手
939	Suzhou	hand	38	手	0	189	hand	2855	手
940	Meixian	hand	38	手	0	189	hand	2855	手
941	Nanchang	hand	38	手	0	189	hand	2855	手
942	Fuzhou	hand	38	手	0	189	hand	2855	手
943	Ningxia	hand	38	手	0	189	hand	2855	手
944	Lianchang	hand	38	手骨	0b	188	hand	2855	手骨
945	Ningbo	hand	38	手	0	189	hand	2855	手
946	Yingshan	hand	38	手	0	189	hand	2855	手
947	Chengdu	hand	38	手	0	189	hand	2855	手
948	Zhanping	hand	38	手	0	189	hand	2855	手
949	Shanghai	hand	38	手	0	189	hand	2855	手
950	Shanghai_B	hand	38	手	0	189	hand	2855	手
951	Xiamen	hand	38	手	0	189	hand	2855	手
952	Anyi	hand	38	手	0	189	hand	2855	手
953	Beijing	hand	38	手	0	189	hand	2855	手
954	Wenzhou	hand	38	手[手]	0	189	hand	2855	手
955	Wenzhou	hand	38	手[手]	0a	187	hand	2855	手[手]
956	Taibei	hand	38	tshiu53手	0	189	hand	2855	手
957	Wuhan	hand	38	手	0	189	hand	2855	手
958	Taiyuan	hand	38	手	0	189	hand	2855	手
959	Yuci	hand	38	手	0	189	hand	2855	手
960	Changsha	hand	38	手	0	189	hand	2855	手
961	Shuangfeng	hand	38	手	0	189	hand	2855	手
#
3453	Guangzhou	he	132	佢	5	880	he	2926	佢
3454	Suzhou	he	132	俚[倷]	8	877	he	2926	俚[倷]
3455	Suzhou	he	132	唔倷	9	876	he	2926	唔倷
3456	Meixian	he	132	佢	5	880	he	2926	佢
3457	Nanchang	he	132	佢	5	880	he	2926	佢
3458	Fuzhou	he	132	伊	3	882	he	2926	伊
3459	Ningxia	he	132	他	2	883	he	2926	他
3460	Lianchang	he	132	佢	5	880	he	2926	佢
3461	Ningbo	he	132	其	7	878	he	2926	其
3462	Yingshan	he	132	他	2	883	he	2926	他
3463	Chengdu	he	132	他	2	883	he	2926	他
3464	Zhanping	he	132	伊	3	882	he	2926	伊
3465	Shanghai	he	132	伊	3	882	he	2926	伊
3466	Shanghai_B	he	132	伊	3	882	he	2926	伊
3467	Xiamen	he	132	伊	3	882	he	2926	伊
3468	Anyi	he	132	渠	6	879	he	2926	渠
3469	Anyi	he	132	渠哩	6b	875	he	2926	渠哩
3470	Beijing	he	132	他	2	883	he	2926	他
3471	Beijing	he	132	怹（尊称）	4	881	he	2926	佢
3472	Wenzhou	he	132	佢	4	881	he	2926	佢
3473	Taibei	he	132	i33伊	3	882	he	2926	伊
3474	Wuhan	he	132	他	2	883	he	2926	他
3475	Wuhan	he	132	他家*	2a	884	he	2926	他家*
3476	Taiyuan	he	132	他	2	883	he	2926	他
3477	Yuci	he	132	他	2	883	he	2926	他
3478	Changsha	he	132	他	2	883	he	2926	他
3479	Shuangfeng	he	132	他	2	883	he	2926	他
#
962	Guangzhou	head	39	头[壳]	2	194	head	2928	头
963	Guangzhou	head	39	头[壳]	2a	198	head	2928	头壳
964	Suzhou	head	39	头	2	194	head	2928	头
965	Suzhou	head	39	颏郎*头	ab2	193	head	2928	颏郎*头
966	Meixian	head	39	头颅[注]	{23}	197	head	2928	头颅[注]
967	Nanchang	head	39	头	2	194	head	2928	头
968	Fuzhou	head	39	头	2	194	head	2928	头
969	Ningxia	head	39	头	2	194	head	2928	头
970	Lianchang	head	39	头颅壳[严：2000]	{23}a	195	head	2928	头颅壳[严：2000]
971	Ningbo	head	39	头	2	194	head	2928	头
972	Yingshan	head	39	脑壳	1a	191	head	2928	子]
973	Chengdu	head	39	脑壳	1a	191	head	2928	子]
974	Zhanping	head	39	头壳	2a	198	head	2928	头壳
975	Shanghai	head	39	头	2	194	head	2928	头
976	Shanghai_B	head	39	头	2	194	head	2928	头
977	Xiamen	head	39	头壳	2a	198	head	2928	头壳
978	Anyi	head	39	头	2	194	head	2928	头
979	Beijing	head	39	脑袋[瓜儿	1b	190	head	2928	脑袋[瓜儿
980	Beijing	head	39	子]	1a	191	head	2928	子]
981	Wenzhou	head	39	头	2	194	head	2928	头
982	Taibei	head	39	thau13頭	2	194	head	2928	头
983	Wuhan	head	39	头	2	194	head	2928	头
984	Wuhan	head	39	脑壳	1a	191	head	2928	子]
985	Taiyuan	head	39	头	2	194	head	2928	头
986	Taiyuan	head	39	[]老*	4	192	head	2928	[]老*
987	Yuci	head	39	de脑	{21}	196	head	2928	de脑
988	Changsha	head	39	脑壳	1a	191	head	2928	子]
989	Shuangfeng	head	39	脑壳	1a	191	head	2928	子]
#
990	Guangzhou	hear	40	听	1	199	hear (V)	2939	听
991	Suzhou	hear	40	听	1	199	hear (V)	2939	听
992	Meixian	hear	40	听	1	199	hear (V)	2939	听
993	Nanchang	hear	40	听	1	199	hear (V)	2939	听
994	Fuzhou	hear	40	听	1	199	hear (V)	2939	听
995	Ningxia	hear	40	听	1	199	hear (V)	2939	听
996	Lianchang	hear	40	听	1	199	hear (V)	2939	听
997	Ningbo	hear	40	听	1	199	hear (V)	2939	听
998	Yingshan	hear	40	听	1	199	hear (V)	2939	听
999	Chengdu	hear	40	听	1	199	hear (V)	2939	听
1000	Zhanping	hear	40	听	1	199	hear (V)	2939	听
1001	Shanghai	hear	40	听	1	199	hear (V)	2939	听
1002	Shanghai_B	hear	40	听	1	199	hear (V)	2939	听
1003	Xiamen	hear	40	听	1	199	hear (V)	2939	听
1004	Anyi	hear	40	听	1	199	hear (V)	2939	听
1005	Beijing	hear	40	听	1	199	hear (V)	2939	听
1006	Wenzhou	hear	40	听	1	199	hear (V)	2939	听
1007	Taibei	hear	40	thiaN44聽	1	199	hear (V)	2939	听
1008	Wuhan	hear	40	听	1	199	hear (V)	2939	听
1009	Taiyuan	hear	40	听	1	199	hear (V)	2939	听
1010	Yuci	hear	40	听	1	199	hear (V)	2939	听
1011	Changsha	hear	40	听	1	199	hear (V)	2939	听
1012	Shuangfeng	hear	40	听	1	199	hear (V)	2939	听
#
1013	Guangzhou	heart	41	心	0	202	heart	2940	心
1014	Suzhou	heart	41	心	0	202	heart	2940	心
1015	Meixian	heart	41	心	0	202	heart	2940	心
1016	Nanchang	heart	41	心	0	202	heart	2940	心
1017	Fuzhou	heart	41	心肝	0b	201	heart	2940	心肝
1018	Ningxia	heart	41	心	0	202	heart	2940	心
1019	Lianchang	heart	41	心	0	202	heart	2940	心
1020	Ningbo	heart	41	心	0	202	heart	2940	心
1021	Yingshan	heart	41	心	0	202	heart	2940	心
1022	Chengdu	heart	41	心	0	202	heart	2940	心
1023	Zhanping	heart	41	心	0	202	heart	2940	心
1024	Shanghai	heart	41	心脏	0a	200	heart	2940	心脏
1025	Shanghai_B	heart	41	心	0	202	heart	2940	心
1026	Xiamen	heart	41	心	0	202	heart	2940	心
1027	Anyi	heart	41	心	0	202	heart	2940	心
1028	Beijing	heart	41	心	0	202	heart	2940	心
1029	Wenzhou	heart	41	心	0	202	heart	2940	心
1030	Taibei	heart	41	sim44心	0	202	heart	2940	心
1031	Wuhan	heart	41	心	0	202	heart	2940	心
1032	Taiyuan	heart	41	心	0	202	heart	2940	心
1033	Yuci	heart	41	心	0	202	heart	2940	心
1034	Changsha	heart	41	心	0	202	heart	2940	心
1035	Shuangfeng	heart	41	心	0	202	heart	2940	心
#
5258	Guangzhou	heavy	197	重	0	1501	heavy	2951	重
5259	Suzhou	heavy	197	重	0	1501	heavy	2951	重
5260	Meixian	heavy	197	重	0	1501	heavy	2951	重
5261	Nanchang	heavy	197	重	0	1501	heavy	2951	重
5262	Fuzhou	heavy	197	重	0	1501	heavy	2951	重
5263	Ningxia	heavy	197	重	0	1501	heavy	2951	重
5264	Lianchang	heavy	197	重	0	1501	heavy	2951	重
5265	Ningbo	heavy	197	重	0	1501	heavy	2951	重
5266	Yingshan	heavy	197	重	0	1501	heavy	2951	重
5267	Chengdu	heavy	197	重	0	1501	heavy	2951	重
5268	Zhanping	heavy	197	重	0	1501	heavy	2951	重
5269	Shanghai	heavy	197	重	0	1501	heavy	2951	重
5270	Shanghai_B	heavy	197	重	0	1501	heavy	2951	重
5271	Xiamen	heavy	197	重	0	1501	heavy	2951	重
5272	Anyi	heavy	197	重	0	1501	heavy	2951	重
5273	Beijing	heavy	197	沉	1	1500	heavy	2951	沉
5274	Wenzhou	heavy	197	重	0	1501	heavy	2951	重
5275	Taibei	heavy	197	tang33重	0	1501	heavy	2951	重
5276	Wuhan	heavy	197	重	0	1501	heavy	2951	重
5277	Wuhan	heavy	197	沉	1	1500	heavy	2951	沉
5278	Taiyuan	heavy	197	重	0	1501	heavy	2951	重
5279	Taiyuan	heavy	197	沉	1	1500	heavy	2951	沉
5280	Yuci	heavy	197	重	0	1501	heavy	2951	重
5281	Yuci	heavy	197	沉	1	1500	heavy	2951	沉
5282	Changsha	heavy	197	重	0	1501	heavy	2951	重
5283	Shuangfeng	heavy	197	重	0	1501	heavy	2951	重
#
3480	Guangzhou	here	133	尔度*	19q	907	here	7070	尔度*
3481	Guangzhou	here	133	尔处（壮语借词？）	20r?	891	here	7070	尔处（壮语借词？）
