# Wordlist
@json: {"seeds": ["Nanchang,Yuci,Shanghai", "Fuzhou,Yingshan,Beijing"]}

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	WANGID	COGID	SWGLOSS	SWID	PROTO	SEEDID	LOAN
231	Ningxia	bone	10	骨头	0a	48	bone	614	骨頭	48	0
232	Lianchang	bone	10	骨头	0a	48	bone	614	骨頭	48	0
233	Ningbo	bone	10	骨	0	49	bone	614	骨	49	0
234	Yingshan	bone	10	骨头	0a	48	bone	614	骨頭	48	0
235	Chengdu	bone	10	骨	0	49	bone	614	骨	49	0
236	Zhanping	bone	10	骨	0	49	bone	614	骨	49	0
237	Shanghai	bone	10	骨	0	49	bone	614	骨	48	1
238	Shanghai_B	bone	10	骨	0	49	bone	614	骨	49	0
239	Xiamen	bone	10	骨	0	49	bone	614	骨	49	0
240	Anyi	bone	10	骨頭	0a	48	bone	614	骨頭	48	0
241	Beijing	bone	10	骨头	0a	48	bone	614	骨頭	48	0
242	Wenzhou	bone	10	骨	0	49	bone	614	骨	49	0
243	Wenzhou	bone	10	骨头	0a	48	bone	614	骨頭	48	0
244	Taibei	bone	10	kut32 thau13骨頭	0a	48	bone	614	骨頭	48	0
245	Wuhan	bone	10	骨头	0a	48	bone	614	骨頭	48	0
246	Taiyuan	bone	10	骨头	0a	48	bone	614	骨頭	48	0
247	Yuci	bone	10	骨头	0a	48	bone	614	骨頭	48	0
248	Changsha	bone	10	骨头	0a	48	bone	614	骨頭	48	0
249	Shuangfeng	bone	10	骨头	0a	48	bone	614	骨頭	48	0
#
250	Guangzhou	breasts	11	[]nin55	5	56	breast	687	[]nin55	56	0
251	Suzhou	breasts	11	奶奶	1e	51	breast	687	奶奶	51	0
252	Meixian	breasts	11	奶姑*	1f	50	breast	687	奶姑*	50	0
253	Nanchang	breasts	11	奶	1	60	breast	687	奶	60	0
254	Fuzhou	breasts	11	[奶]奶	1	60	breast	687	奶	60	0
255	Fuzhou	breasts	11	[奶]奶	1e	51	breast	687	奶奶	51	0
256	Fuzhou	breasts	11	奶	1	60	breast	687	奶	60	0
257	Ningxia	breasts	11	奶子	1b	54	breast	687	奶子	54	0
258	Lianchang	breasts	11	[]nang33菇	1f	50	breast	687	奶姑*	50	0
259	Ningbo	breasts	11	奶头	1c	53	breast	687	奶头	53	0
260	Yingshan	breasts	11	妈儿	2h	61	breast	687	妈儿	61	0
261	Chengdu	breasts	11	奶奶	1e	51	breast	687	奶奶	51	0
262	Zhanping	breasts	11	奶仔	1b	54	breast	687	奶子	54	0
263	Shanghai	breasts	11	奶	1	60	breast	687	奶	60	0
264	Shanghai_B	breasts	11	奶奶	1e	51	breast	687	奶奶	51	0
265	Xiamen	breasts	11	奶	1	60	breast	687	奶	60	0
266	Anyi	breasts	11	奶	1	60	breast	687	奶	60	0
267	Anyi	breasts	11	奶嘴	1d	52	breast	687	奶嘴	52	0
268	Beijing	breasts	11	咂儿	4	57	breast	687	咂儿	57	0
269	Wenzhou	breasts	11	Ú奶Ú奶（阴平）	1e	51	breast	687	奶奶	51	0
270	Taibei	breasts	11	lin44 ?	3	58	breast	687	lin44 ?	58	0
271	Wuhan	breasts	11	妈[妈]（恐不是此二字，有音无字）	2	59	breast	687	妈[妈]（恐不是此二字，有音无字）	59	0
272	Wuhan	breasts	11	妈[妈]（恐不是此二字，有音无字）	2g	62	breast	687	妈[妈]（恐不是此二字，有音无字）	62	0
273	Taiyuan	breasts	11	奶[奶]	1	60	breast	687	奶	60	0
274	Taiyuan	breasts	11	奶[奶]	1e	51	breast	687	奶奶	51	0
275	Yuci	breasts	11	奶头	1c	53	breast	687	奶头	53	0
276	Changsha	breasts	11	奶子	1b	54	breast	687	奶子	54	0
277	Shuangfeng	breasts	11	奶婆	1a	55	breast	687	奶婆	55	0
#
2762	Guangzhou	breathe	107	嗍	2	681	breathe (V)	690	嗍	681	0
2763	Guangzhou	breathe	107	啜[指撮唇而吸]	3	680	breathe (V)	690	嘬	680	0
2764	Suzhou	breathe	107	吸	4	679	breathe (V)	690	吸	679	0
2765	Suzhou	breathe	107	呼	5	678	breathe (V)	690	呼	678	0
2766	Meixian	breathe	107	sot5	2	681	breathe (V)	690	嗍	681	0
2767	Meixian	breathe	107	嘬	3	680	breathe (V)	690	嘬	680	0
2768	Nanchang	breathe	107	吸	4	679	breathe (V)	690	吸	679	0
2769	Fuzhou	breathe	107	吸	4	679	breathe (V)	690	吸	679	0
2770	Fuzhou	breathe	107	嗍	2	681	breathe (V)	690	嗍	681	0
2771	Ningxia	breathe	107	吸气	4	679	breathe (V)	690	吸	679	0
2772	Lianchang	breathe	107	[]siu35	7	676	breathe (V)	690	[]siu35	676	0
2773	Ningbo	breathe	107	呼吸	6	677	breathe (V)	690	呼吸	677	0
2774	Yingshan	breathe	107	嗍	2	681	breathe (V)	690	嗍	681	0
2775	Chengdu	breathe	107	吸气	4	679	breathe (V)	690	吸	679	0
2776	Zhanping	breathe	107	喘气	8	675	breathe (V)	690	喘气	675	0
2777	Shanghai	breathe	107	呼吸	6	677	breathe (V)	690	呼吸	677	0
2778	Shanghai_B	breathe	107	呼吸	6	677	breathe (V)	690	呼吸	677	0
2779	Xiamen	breathe	107	喘气	8	675	breathe (V)	690	喘气	675	0
2780	Xiamen	breathe	107	SNG?55；嗍[指猛地吸气]	9	674	breathe (V)	690	SNG?55；嗍[指猛地吸气]	674	0
2781	Anyi	breathe	107	吸气	4	679	breathe (V)	690	吸	679	0
2782	Anyi	breathe	107	透氣	10	683	breathe (V)	690	透氣	683	0
2783	Beijing	breathe	107	吸	4	679	breathe (V)	690	吸	679	0
2784	Wenzhou	breathe	107	吸	4	679	breathe (V)	690	吸	679	0
2785	Taibei	breathe	107	tshuan53 khui53 喘氣	8	675	breathe (V)	690	喘气	675	0
2786	Wuhan	breathe	107	吸	4	679	breathe (V)	690	吸	679	0
2787	Wuhan	breathe	107	呵	1	682	breathe (V)	690	呵	682	0
2788	Wuhan	breathe	107	嗍	2	681	breathe (V)	690	嗍	681	0
2789	Taiyuan	breathe	107	吸	4	679	breathe (V)	690	吸	679	0
2790	Yuci	breathe	107	吸	4	679	breathe (V)	690	吸	679	0
2791	Changsha	breathe	107	吸	4	679	breathe (V)	690	吸	679	0
2792	Changsha	breathe	107	嗍	2	681	breathe (V)	690	嗍	681	0
2793	Shuangfeng	breathe	107	呵	1	682	breathe (V)	690	呵	682	0
2794	Shuangfeng	breathe	107	嗍	2	681	breathe (V)	690	嗍	681	0
#
278	Guangzhou	burn	12	烧	1	65	burn (V)	793	烧	65	0
279	Suzhou	burn	12	烧	1	65	burn (V)	793	烧	65	0
280	Meixian	burn	12	烧	1	65	burn (V)	793	烧	65	0
281	Nanchang	burn	12	烧	1	65	burn (V)	793	烧	65	0
282	Fuzhou	burn	12	烧	1	65	burn (V)	793	烧	65	0
283	Ningxia	burn	12	烧	1	65	burn (V)	793	烧	65	0
284	Lianchang	burn	12	烧	1	65	burn (V)	793	烧	65	0
285	Ningbo	burn	12	烧	1	65	burn (V)	793	烧	65	0
286	Yingshan	burn	12	烧	1	65	burn (V)	793	烧	65	0
287	Chengdu	burn	12	烧	1	65	burn (V)	793	烧	65	0
288	Zhanping	burn	12	烧	1	65	burn (V)	793	烧	65	0
289	Shanghai	burn	12	烧	1	65	burn (V)	793	烧	65	0
290	Shanghai_B	burn	12	烧	1	65	burn (V)	793	烧	65	0
291	Xiamen	burn	12	烧	1	65	burn (V)	793	烧	65	0
292	Xiamen	burn	12	热	3	63	burn (V)	793	热	63	0
293	Anyi	burn	12	烧	1	65	burn (V)	793	烧	65	0
294	Beijing	burn	12	烧	1	65	burn (V)	793	烧	65	0
295	Beijing	burn	12	着	2	64	burn (V)	793	着	64	0
296	Wenzhou	burn	12	烧	1	65	burn (V)	793	烧	65	0
297	Taibei	burn	12	sio44燒	1	65	burn (V)	793	烧	65	0
298	Wuhan	burn	12	烧	1	65	burn (V)	793	烧	65	0
299	Taiyuan	burn	12	烧	1	65	burn (V)	793	烧	65	0
300	Yuci	burn	12	烧	1	65	burn (V)	793	烧	65	0
301	Changsha	burn	12	烧	1	65	burn (V)	793	烧	65	0
302	Shuangfeng	burn	12	烧	1	65	burn (V)	793	烧	65	0
#
2795	Guangzhou	child	108	细蚊*仔	17	694	child	980	细蚊*仔	694	0
2796	Suzhou	child	108	小干*	16	695	child	980	小干*	695	0
2797	Meixian	child	108	细人子	2a	704	child	980	细人子	704	0
2798	Nanchang	child	108	细人子	2a	704	child	980	细人子	690	1
2799	Nanchang	child	108	细伢子	11a	699	child	980	细伢子	699	0
2800	Fuzhou	child	108	伲囝	4	690	child	980	伲囝	690	0
2801	Fuzhou	child	108	伲囝哥	5c	688	child	980	伲囝哥	688	0
2802	Ningxia	child	108	娃娃	6d	686	child	980	娃娃	686	0
2803	Lianchang	child	108	细人	2	692	child	980	细人	692	0
2804	Ningbo	child	108	小人	1	693	child	980	小人	693	0
2805	Yingshan	child	108	[小]伢	8	687	child	980	[小]伢	687	0
2806	Chengdu	child	108	娃儿	6e	684	child	980	娃儿	684	0
2807	Zhanping	child	108	婴仔	7	703	child	980	婴仔	703	0
2808	Zhanping	child	108	囝仔	3	691	child	980	囝仔	691	0
2809	Shanghai	child	108	小人	1	693	child	980	小人	702	1
2810	Shanghai_B	child	108	小人	1	693	child	980	小人	693	0
2811	Xiamen	child	108	囝仔	3	691	child	980	囝仔	691	0
2812	Anyi	child	108	细人嘚	2b	689	child	980	细人嘚	689	0
2813	Beijing	child	108	小孩儿	12e	702	child	980	小孩儿	702	0
2814	Wenzhou	child	108	细儿	13	698	child	980	细儿	698	0
2815	Wenzhou	child	108	妹	14	697	child	980	妹	697	0
2816	Taibei	child	108	gin53 a53 囝囝	15	696	child	980	gin53 a53 囝囝	696	0
2817	Wuhan	child	108	[小]伢	8	687	child	980	[小]伢	687	0
2818	Taiyuan	child	108	[小]娃娃	6d	686	child	980	娃娃	686	0
2819	Taiyuan	child	108	[小]娃娃	a6d	685	child	980	[小]娃娃	685	0
2820	Yuci	child	108	[小]娃娃	6d	686	child	980	娃娃	686	0
2821	Yuci	child	108	[小]娃娃	a6d	685	child	980	[小]娃娃	685	0
2822	Changsha	child	108	细伢子	9	701	child	980	细伢子	701	0
2823	Shuangfeng	child	108	细人基*	10	700	child	980	细人基*	700	0
#
303	Guangzhou	claw	13	爪	0	75	claw	1030	爪	75	0
304	Suzhou	claw	13	脚爪	{10}	71	claw	1030	脚爪	71	0
305	Meixian	claw	13	脚爪	{10}	71	claw	1030	脚爪	71	0
306	Nanchang	claw	13	爪子	0a	73	claw	1030	爪仔	73	0
307	Nanchang	claw	13	脚爪子	{10}a	69	claw	1030	脚爪子	69	0
308	Fuzhou	claw	13	骹	4	68	claw	1030	骹	68	0
309	Ningxia	claw	13	爪子	0a	73	claw	1030	爪仔	73	0
310	Lianchang	claw	13	脚指爪	{130}	66	claw	1030	脚指爪	66	0
311	Ningbo	claw	13	爪	0	75	claw	1030	爪	75	0
312	Yingshan	claw	13	爪子	0a	73	claw	1030	爪仔	73	0
313	Chengdu	claw	13	爪	0	75	claw	1030	爪	75	0
314	Zhanping	claw	13	gio3	2	70	claw	1030	gio3	70	0
315	Shanghai	claw	13	脚爪	{10}	71	claw	1030	脚爪	73	1
316	Shanghai_B	claw	13	脚爪	{10}	71	claw	1030	脚爪	71	0
317	Xiamen	claw	13	爪仔	0a	73	claw	1030	爪仔	73	0
318	Anyi	claw	13	脚爪	{10}	71	claw	1030	脚爪	71	0
319	Beijing	claw	13	爪子	0a	73	claw	1030	爪仔	73	0
320	Beijing	claw	13	爪儿	0c	67	claw	1030	爪儿	67	0
321	Wenzhou	claw	13	[脚]爪	{(1)0}	72	claw	1030	[脚]爪	72	0
322	Wenzhou	claw	13	[脚]爪	{10}	71	claw	1030	脚爪	71	0
323	Taibei	claw	13	dziau53爪	0	75	claw	1030	爪	75	0
324	Wuhan	claw	13	爪子	0a	73	claw	1030	爪仔	73	0
325	Taiyuan	claw	13	爪子	0a	73	claw	1030	爪仔	73	0
326	Taiyuan	claw	13	爪爪	0b	74	claw	1030	爪爪	74	0
327	Yuci	claw	13	爪子	0a	73	claw	1030	爪仔	73	0
328	Yuci	claw	13	爪爪	0b	74	claw	1030	爪爪	74	0
329	Changsha	claw	13	爪子	0a	73	claw	1030	爪仔	73	0
330	Shuangfeng	claw	13	爪子	0a	73	claw	1030	爪仔	73	0
#
331	Guangzhou	cloud	14	云	0	77	cloud	1077	云	77	0
332	Suzhou	cloud	14	云	0	77	cloud	1077	云	77	0
333	Meixian	cloud	14	云	0	77	cloud	1077	云	77	0
334	Nanchang	cloud	14	云	0	77	cloud	1077	云	77	0
335	Fuzhou	cloud	14	云	0	77	cloud	1077	云	77	0
336	Ningxia	cloud	14	云	0	77	cloud	1077	云	77	0
337	Lianchang	cloud	14	云	0	77	cloud	1077	云	77	0
338	Ningbo	cloud	14	云彩	0a	76	cloud	1077	云彩	76	0
339	Yingshan	cloud	14	云彩	0a	76	cloud	1077	云彩	76	0
340	Chengdu	cloud	14	云彩	0a	76	cloud	1077	云彩	76	0
341	Zhanping	cloud	14	云	0	77	cloud	1077	云	77	0
342	Shanghai	cloud	14	云	0	77	cloud	1077	云	77	0
343	Shanghai_B	cloud	14	云	0	77	cloud	1077	云	77	0
344	Xiamen	cloud	14	云	0	77	cloud	1077	云	77	0
345	Anyi	cloud	14	雲	0	77	cloud	1077	云	77	0
346	Beijing	cloud	14	云彩	0a	76	cloud	1077	云彩	76	0
347	Wenzhou	cloud	14	云	0	77	cloud	1077	云	77	0
348	Taibei	cloud	14	hun13雲	0	77	cloud	1077	云	77	0
349	Wuhan	cloud	14	云	0	77	cloud	1077	云	77	0
350	Taiyuan	cloud	14	云[彩]	0a	76	cloud	1077	云彩	76	0
351	Yuci	cloud	14	云彩	0a	76	cloud	1077	云彩	76	0
352	Changsha	cloud	14	云	0	77	cloud	1077	云	77	0
353	Shuangfeng	cloud	14	云	0	77	cloud	1077	云	77	0
#
354	Guangzhou	cold	15	冻	3	78	cold	1118	冻	78	0
355	Guangzhou	cold	15	冷	1	80	cold	1118	冷	80	0
356	Suzhou	cold	15	冷	1	80	cold	1118	冷	80	0
357	Meixian	cold	15	冷	1	80	cold	1118	冷	80	0
358	Nanchang	cold	15	冷	1	80	cold	1118	冷	80	0
359	Fuzhou	cold	15	清	2	79	cold	1118	清	79	0
360	Fuzhou	cold	15	冻（天气）	3	78	cold	1118	冻	78	0
361	Ningxia	cold	15	冻	3	78	cold	1118	冻	78	0
362	Lianchang	cold	15	冷	1	80	cold	1118	冷	80	0
363	Ningbo	cold	15	冷	1	80	cold	1118	冷	80	0
364	Yingshan	cold	15	冷	1	80	cold	1118	冷	80	0
365	Chengdu	cold	15	冷	1	80	cold	1118	冷	80	0
366	Zhanping	cold	15	冷	1	80	cold	1118	冷	80	0
367	Zhanping	cold	15	寒：“冷lin3”多指食物性冷。	0	81	cold	1118	寒	81	0
368	Shanghai	cold	15	冷	1	80	cold	1118	冷	80	0
369	Shanghai_B	cold	15	冷	1	80	cold	1118	冷	80	0
370	Xiamen	cold	15	冷	1	80	cold	1118	冷	80	0
371	Xiamen	cold	15	寒	0	81	cold	1118	寒	81	0
372	Anyi	cold	15	冷	1	80	cold	1118	冷	80	0
373	Anyi	cold	15	寒	0	81	cold	1118	寒	81	0
374	Beijing	cold	15	冷	1	80	cold	1118	冷	80	0
375	Wenzhou	cold	15	冷	1	80	cold	1118	冷	80	0
376	Taibei	cold	15	ling53冷，kuaN13寒	1	80	cold	1118	冷	80	0
377	Wuhan	cold	15	冷	1	80	cold	1118	冷	80	0
378	Taiyuan	cold	15	冷	1	80	cold	1118	冷	80	0
379	Yuci	cold	15	冷	1	80	cold	1118	冷	80	0
380	Changsha	cold	15	冷	1	80	cold	1118	冷	80	0
381	Changsha	cold	15	清	2	79	cold	1118	清	79	0
382	Shuangfeng	cold	15	冷	1	80	cold	1118	冷	80	0
383	Shuangfeng	cold	15	清（很冷）	2	79	cold	1118	清	79	0
#
384	Guangzhou	come	16	来	0	83	come (V)	1136	来	83	0
385	Guangzhou	come	16	嚟	1	82	come (V)	1136	嚟	82	0
386	Suzhou	come	16	来	0	83	come (V)	1136	来	83	0
387	Meixian	come	16	来	0	83	come (V)	1136	来	83	0
388	Nanchang	come	16	来	0	83	come (V)	1136	来	83	0
389	Fuzhou	come	16	来	0	83	come (V)	1136	来	83	0
390	Ningxia	come	16	来	0	83	come (V)	1136	来	83	0
391	Lianchang	come	16	来	0	83	come (V)	1136	来	83	0
392	Ningbo	come	16	来	0	83	come (V)	1136	来	83	0
393	Yingshan	come	16	来	0	83	come (V)	1136	来	83	0
394	Chengdu	come	16	来	0	83	come (V)	1136	来	83	0
395	Zhanping	come	16	来	0	83	come (V)	1136	来	83	0
396	Shanghai	come	16	来	0	83	come (V)	1136	来	83	0
397	Shanghai_B	come	16	来	0	83	come (V)	1136	来	83	0
398	Xiamen	come	16	来	0	83	come (V)	1136	来	83	0
399	Anyi	come	16	来	0	83	come (V)	1136	来	83	0
400	Beijing	come	16	来	0	83	come (V)	1136	来	83	0
401	Wenzhou	come	16	来	0	83	come (V)	1136	来	83	0
402	Taibei	come	16	lai13來	0	83	come (V)	1136	来	83	0
403	Wuhan	come	16	来	0	83	come (V)	1136	来	83	0
404	Taiyuan	come	16	来	0	83	come (V)	1136	来	83	0
405	Yuci	come	16	来	0	83	come (V)	1136	来	83	0
406	Changsha	come	16	来	0	83	come (V)	1136	来	83	0
407	Shuangfeng	come	16	来	0	83	come (V)	1136	来	83	0
#
4128	Guangzhou	correct	155	口-岩	5	1154	right	5090	口-岩	1154	0
4129	Suzhou	correct	155	对	1	1158	right	5090	对	1158	0
4130	Meixian	correct	155	着	2	1157	right	5090	着	1157	0
4131	Meixian	correct	155	口-岩	3	1156	right	5090	口-岩	1156	0
4132	Nanchang	correct	155	对	1	1158	right	5090	对	1158	0
4133	Fuzhou	correct	155	着	2	1157	right	5090	着	1157	0
4134	Fuzhou	correct	155	毛郑	4	1155	right	5090	毛郑	1155	0
4135	Ningxia	correct	155	对	1	1158	right	5090	对	1158	0
4136	Lianchang	correct	155	着	2	1157	right	5090	着	1157	0
4137	Ningbo	correct	155	对	1	1158	right	5090	对	1158	0
4138	Yingshan	correct	155	是	0	1159	right	5090	是	1159	0
4139	Chengdu	correct	155	对	1	1158	right	5090	对	1158	0
4140	Zhanping	correct	155	着	2	1157	right	5090	着	1157	0
4141	Shanghai	correct	155	对	1	1158	right	5090	对	1158	0
4142	Shanghai_B	correct	155	对	1	1158	right	5090	对	1158	0
4143	Xiamen	correct	155	着	2	1157	right	5090	着	1157	0
4144	Anyi	correct	155	对	1	1158	right	5090	对	1158	0
4145	Beijing	correct	155	对	1	1158	right	5090	对	1158	0
4146	Wenzhou	correct	155	对	1	1158	right	5090	对	1158	0
4147	Wenzhou	correct	155	是	0	1159	right	5090	是	1159	0
4148	Taibei	correct	155	tioh33著	2	1157	right	5090	着	1157	0
4149	Wuhan	correct	155	对	1	1158	right	5090	对	1158	0
4150	Taiyuan	correct	155	对	1	1158	right	5090	对	1158	0
4151	Yuci	correct	155	对	1	1158	right	5090	对	1158	0
4152	Changsha	correct	155	对	1	1158	right	5090	对	1158	0
4153	Shuangfeng	correct	155	对	1	1158	right	5090	对	1158	0
4154	Shuangfeng	correct	155	是	0	1159	right	5090	是	1159	0
#
2824	Guangzhou	count	109	数	0	707	count (V)	1317	数	707	0
2825	Suzhou	count	109	点	2	705	count (V)	1317	点	705	0
2826	Meixian	count	109	点	2	705	count (V)	1317	点	705	0
2827	Meixian	count	109	算	1	706	count (V)	1317	算	706	0
2828	Nanchang	count	109	算	1	706	count (V)	1317	算	706	0
2829	Fuzhou	count	109	数	0	707	count (V)	1317	数	707	0
2830	Ningxia	count	109	数	0	707	count (V)	1317	数	707	0
2831	Lianchang	count	109	算	1	706	count (V)	1317	算	706	0
2832	Ningbo	count	109	数	0	707	count (V)	1317	数	707	0
2833	Yingshan	count	109	数	0	707	count (V)	1317	数	707	0
2834	Chengdu	count	109	数	0	707	count (V)	1317	数	707	0
2835	Zhanping	count	109	算	1	706	count (V)	1317	算	706	0
2836	Shanghai	count	109	数	0	707	count (V)	1317	数	707	0
2837	Shanghai_B	count	109	数	0	707	count (V)	1317	数	707	0
2838	Xiamen	count	109	数	0	707	count (V)	1317	数	707	0
2839	Anyi	count	109	数	0	707	count (V)	1317	数	707	0
2840	Beijing	count	109	数	0	707	count (V)	1317	数	707	0
2841	Wenzhou	count	109	数	0	707	count (V)	1317	数	707	0
2842	Taibei	count	109	sng31算	1	706	count (V)	1317	算	706	0
2843	Wuhan	count	109	数	0	707	count (V)	1317	数	707	0
2844	Taiyuan	count	109	数数	0	707	count (V)	1317	数	707	0
2845	Yuci	count	109	数数	0	707	count (V)	1317	数	707	0
2846	Changsha	count	109	数	0	707	count (V)	1317	数	707	0
2847	Shuangfeng	count	109	数	0	707	count (V)	1317	数	707	0
#
2848	Guangzhou	cut	110	斩	2	715	cut (V)	1465	斬	715	0
2849	Suzhou	cut	110	劓	11	718	cut (V)	1465	劓	718	0
2850	Meixian	cut	110	斩	2	715	cut (V)	1465	斬	715	0
2851	Meixian	cut	110	斫	7	710	cut (V)	1465	斲	710	0
2852	Nanchang	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2853	Nanchang	cut	110	剁	3	714	cut (V)	1465	剁	714	0
2854	Fuzhou	cut	110	剉	5	712	cut (V)	1465	剉	712	0
2855	Fuzhou	cut	110	铡	10	719	cut (V)	1465	铡	719	0
2856	Ningxia	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2857	Lianchang	cut	110	刿	9	708	cut (V)	1465	刿	708	0
2858	Ningbo	cut	110	劈	4	713	cut (V)	1465	劈	713	0
2859	Yingshan	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2860	Chengdu	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2861	Zhanping	cut	110	tsien3：与“剪”同音	8	709	cut (V)	1465	tsien3：与“剪”同音	709	0
2862	Shanghai	cut	110	劈?	4	713	cut (V)	1465	劈	713	0
2863	Shanghai_B	cut	110	劈?	4	713	cut (V)	1465	劈	713	0
2864	Xiamen	cut	110	[]tsam33	1	716	cut (V)	1465	砍	716	0
2865	Xiamen	cut	110	砍	2	715	cut (V)	1465	斬	715	0
2866	Xiamen	cut	110	tai~51	12	717	cut (V)	1465	tai~51	717	0
2867	Anyi	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2868	Anyi	cut	110	斬	2	715	cut (V)	1465	斬	715	0
2869	Anyi	cut	110	斲	7	710	cut (V)	1465	斲	710	0
2870	Beijing	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2871	Wenzhou	cut	110	剉	5	712	cut (V)	1465	剉	712	0
2872	Wenzhou	cut	110	剁	3	714	cut (V)	1465	剁	714	0
2873	Taibei	cut	110	tsho31剉	5	712	cut (V)	1465	剉	712	0
2874	Taibei	cut	110	莝	6	711	cut (V)	1465	莝	711	0
2875	Wuhan	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2876	Wuhan	cut	110	剁	3	714	cut (V)	1465	剁	714	0
2877	Taiyuan	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2878	Yuci	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2879	Changsha	cut	110	砍	1	716	cut (V)	1465	砍	716	0
2880	Changsha	cut	110	剁	3	714	cut (V)	1465	剁	714	0
2881	Shuangfeng	cut	110	剁	3	714	cut (V)	1465	剁	714	0
2882	Shuangfeng	cut	110	砍	1	716	cut (V)	1465	砍	716	0
#
2883	Guangzhou	day	111	日子	1a	723	day	1515	日子	723	0
2884	Suzhou	day	111	日脚	1b	722	day	1515	日脚	722	0
2885	Meixian	day	111	日	1	720	day	1515	日	720	0
2886	Nanchang	day	111	日子	1a	723	day	1515	日子	720	1
2887	Fuzhou	day	111	日	1	720	day	1515	日	720	0
2888	Ningxia	day	111	天	0	724	day	1515	天	724	0
2889	Lianchang	day	111	日	1	720	day	1515	日	720	0
2890	Ningbo	day	111	日	1	720	day	1515	日	720	0
2891	Yingshan	day	111	天	0	724	day	1515	天	724	0
2892	Chengdu	day	111	天	0	724	day	1515	天	724	0
2893	Zhanping	day	111	日子	1a	723	day	1515	日子	723	0
2894	Zhanping	day	111	工*	2	721	day	1515	工*	721	0
2895	Shanghai	day	111	日	1	720	day	1515	日	720	0
2896	Shanghai_B	day	111	日	1	720	day	1515	日	720	0
2897	Xiamen	day	111	日子	1a	723	day	1515	日子	723	0
2898	Anyi	day	111	日	1	720	day	1515	日	720	0
2899	Beijing	day	111	日子	1a	723	day	1515	日子	723	0
2900	Wenzhou	day	111	日子	1a	723	day	1515	日子	723	0
2901	Wenzhou	day	111	日	1	720	day	1515	日	720	0
2902	Taibei	day	111	kang44工	2	721	day	1515	工*	721	0
2903	Taibei	day	111	dzit日	1	720	day	1515	日	720	0
2904	Wuhan	day	111	日子	1a	723	day	1515	日子	723	0
2905	Taiyuan	day	111	日子	1a	723	day	1515	日子	723	0
2906	Yuci	day	111	日子	1a	723	day	1515	日子	723	0
2907	Changsha	day	111	日子	1a	723	day	1515	日子	723	0
2908	Shuangfeng	day	111	日子	1a	723	day	1515	日子	723	0
#
408	Guangzhou	die	17	死	0	84	die (V)	1655	死	84	0
409	Suzhou	die	17	死	0	84	die (V)	1655	死	84	0
410	Meixian	die	17	死	0	84	die (V)	1655	死	84	0
411	Nanchang	die	17	死	0	84	die (V)	1655	死	84	0
412	Fuzhou	die	17	死	0	84	die (V)	1655	死	84	0
413	Ningxia	die	17	死	0	84	die (V)	1655	死	84	0
414	Lianchang	die	17	死	0	84	die (V)	1655	死	84	0
415	Ningbo	die	17	死	0	84	die (V)	1655	死	84	0
416	Yingshan	die	17	死	0	84	die (V)	1655	死	84	0
417	Chengdu	die	17	死	0	84	die (V)	1655	死	84	0
418	Zhanping	die	17	死	0	84	die (V)	1655	死	84	0
419	Shanghai	die	17	死(xi)	0	84	die (V)	1655	死	84	0
420	Shanghai_B	die	17	死(xi)	0	84	die (V)	1655	死	84	0
421	Xiamen	die	17	死	0	84	die (V)	1655	死	84	0
422	Anyi	die	17	死	0	84	die (V)	1655	死	84	0
423	Beijing	die	17	死	0	84	die (V)	1655	死	84	0
424	Wenzhou	die	17	死	0	84	die (V)	1655	死	84	0
425	Taibei	die	17	si31死	0	84	die (V)	1655	死	84	0
426	Wuhan	die	17	死	0	84	die (V)	1655	死	84	0
427	Taiyuan	die	17	死	0	84	die (V)	1655	死	84	0
428	Yuci	die	17	死	0	84	die (V)	1655	死	84	0
429	Changsha	die	17	死	0	84	die (V)	1655	死	84	0
430	Shuangfeng	die	17	死	0	84	die (V)	1655	死	84	0
#
2909	Guangzhou	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2910	Suzhou	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2911	Meixian	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2912	Nanchang	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2913	Fuzhou	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2914	Fuzhou	dig	112	娄-刀	3	727	dig (V)	1667	娄-刀	727	0
2915	Ningxia	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2916	Lianchang	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2917	Ningbo	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2918	Yingshan	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2919	Chengdu	dig	112	挖	1	729	dig (V)	1667	挖	729	0
2920	Zhanping	dig	112	iu3	5	725	dig (V)	1667	iu3	725	0
